1.00E-09	0.0000E+00	0.0000E+00
1.00E-08	0.0000E+00	0.0000E+00
2.30E-08	0.0000E+00	0.0000E+00
5.00E-08	0.0000E+00	0.0000E+00
7.60E-08	0.0000E+00	0.0000E+00
1.15E-07	0.0000E+00	0.0000E+00
1.70E-07	0.0000E+00	0.0000E+00
2.55E-07	0.0000E+00	0.0000E+00
3.80E-07	0.0000E+00	0.0000E+00
5.50E-07	0.0000E+00	0.0000E+00
8.40E-07	0.0000E+00	0.0000E+00
1.28E-06	0.0000E+00	0.0000E+00
1.90E-06	0.0000E+00	0.0000E+00
2.80E-06	0.0000E+00	0.0000E+00
4.25E-06	1.3892E+07	0.0000E+00
6.30E-06	1.3892E+07	0.0000E+00
9.20E-06	1.3892E+07	0.0000E+00
1.35E-05	1.3892E+07	1.0000E+00
2.10E-05	2.8655E+07	1.0000E+00
3.00E-05	1.3892E+07	1.0000E+00
4.50E-05	1.1465E+07	1.0000E+00
6.90E-05	1.1465E+07	1.0000E+00
1.00E-04	1.1465E+07	1.0000E+00
1.35E-04	1.1465E+07	1.0000E+00
1.70E-04	2.8944E+07	1.0000E+00
2.20E-04	7.1742E+06	1.0000E+00
2.80E-04	7.1742E+06	1.0000E+00
3.60E-04	7.1742E+06	1.0000E+00
4.50E-04	7.1742E+06	1.0000E+00
5.75E-04	2.3791E+07	1.0000E+00
7.60E-04	2.1806E+07	1.0000E+00
9.60E-04	2.1806E+07	1.0000E+00
1.28E-03	2.1806E+07	1.0000E+00
1.60E-03	1.3862E+07	1.0000E+00
2.00E-03	1.3862E+07	1.0000E+00
2.70E-03	2.2077E+07	1.0000E+00
3.40E-03	1.2734E+07	1.0000E+00
4.50E-03	1.2734E+07	1.0000E+00
5.50E-03	1.2734E+07	1.0000E+00
7.20E-03	7.7785E+06	1.0000E+00
9.20E-03	2.4214E+07	1.0000E+00
1.20E-02	2.4214E+07	1.0000E+00
1.50E-02	2.8239E+07	1.0000E+00
1.90E-02	1.1189E+07	1.0000E+00
2.55E-02	4.6611E+07	1.0000E+00
3.20E-02	2.6726E+07	1.0000E+00
4.00E-02	1.1234E+07	1.0000E+00
5.25E-02	1.1234E+07	1.0000E+00
6.60E-02	1.1234E+07	1.0000E+00
8.80E-02	1.0234E+07	1.0000E+00
1.10E-01	1.5786E+07	1.0000E+00
1.35E-01	1.8358E+07	1.0000E+00
1.60E-01	1.8358E+07	1.0000E+00
1.90E-01	1.9418E+07	1.0000E+00
2.20E-01	1.3840E+07	1.0000E+00
2.55E-01	1.3840E+07	1.0000E+00
2.90E-01	1.4788E+05	1.0000E+00
3.20E-01	1.4788E+05	1.0000E+00
3.60E-01	1.4788E+05	1.0000E+00
4.00E-01	6.3363E+06	1.0000E+00
4.50E-01	6.3363E+06	1.0000E+00
5.00E-01	6.3363E+06	1.0000E+00
5.50E-01	1.1374E+07	1.0000E+00
6.00E-01	1.8772E+06	1.0000E+00
6.60E-01	5.6363E+06	1.0000E+00
7.20E-01	1.6948E+07	1.0000E+00
7.80E-01	1.9068E+07	1.0000E+00
8.40E-01	1.9068E+07	1.0000E+00
9.20E-01	3.2133E+07	1.0000E+00
1.00E+00	1.0254E+07	1.0000E+00
1.20E+00	2.1297E+07	1.0000E+00
1.40E+00	1.2615E+07	1.0000E+00
1.60E+00	2.1136E+07	1.0000E+00
1.80E+00	1.9444E+07	1.0000E+00
2.00E+00	1.9444E+07	1.0000E+00
2.30E+00	3.8898E+07	1.0000E+00
2.60E+00	6.4728E+05	1.0000E+00
2.90E+00	6.4728E+05	1.0000E+00
3.30E+00	6.4728E+05	1.0000E+00
3.70E+00	6.4728E+05	1.0000E+00
4.10E+00	1.2429E+07	1.0000E+00
4.50E+00	2.2020E+07	1.0000E+00
5.00E+00	1.2429E+07	1.0000E+00
5.50E+00	1.2429E+07	1.0000E+00
6.00E+00	1.2429E+07	1.0000E+00
6.70E+00	2.1459E+06	1.0000E+00
7.40E+00	2.1459E+06	1.0000E+00
8.20E+00	1.2930E+07	1.0000E+00
9.00E+00	7.0403E+06	1.0000E+00
1.00E+01	7.0403E+06	1.0000E+00
1.10E+01	9.7008E+06	1.0000E+00
1.20E+01	9.7008E+06	1.0000E+00
1.30E+01	9.7008E+06	1.0000E+00
1.40E+01	1.0519E+10	2.0000E-01
1.50E+01	1.5127E+10	2.0000E-01
1.60E+01	4.4166E+07	2.0000E-01
1.70E+01	0.0000E+00	0.0000E+00
1.80E+01	0.0000E+00	0.0000E+00
1.90E+01	0.0000E+00	0.0000E+00
2.00E+01	0.0000E+00	0.0000E+00
2.10E+01	0.0000E+00	0.0000E+00
2.20E+01	0.0000E+00	0.0000E+00
2.30E+01	0.0000E+00	0.0000E+00
2.40E+01	0.0000E+00	0.0000E+00
2.50E+01	0.0000E+00	0.0000E+00
2.60E+01	0.0000E+00	0.0000E+00
2.70E+01	0.0000E+00	0.0000E+00
2.80E+01	0.0000E+00	0.0000E+00
2.90E+01	0.0000E+00	0.0000E+00
3.00E+01	0.0000E+00	0.0000E+00
3.10E+01	0.0000E+00	0.0000E+00
3.20E+01	0.0000E+00	0.0000E+00
3.30E+01	0.0000E+00	0.0000E+00
3.40E+01	0.0000E+00	0.0000E+00
