"N (E_n)(E_n (MeV)), created by Plot Digitizer, 2.6.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Date: 5/23/18, 8:13:36 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E_n (MeV),N (E_n),,E_n (MeV),0.0462941,0.0809615,0.104322,0.139042,0.151148,0.209283,0.232589,0.256163,0.302244,0.336964,0.371685,0.395098,0.429819,0.453232,0.476646,0.488805,0.512112,0.535526,0.5703,0.616381,0.662249,0.742038,0.844016,1.01384,1.14926,1.25049,1.31764,1.37375,1.45247,1.53109,1.63227,1.71099,1.80118,1.93666,2.07255,2.16339,2.22035,2.26627,2.32355,2.38094,2.41566,2.4843,2.53033,2.59908,2.65641,2.70228,2.73668,2.74847,2.79423,2.8514,2.90863,2.96602,3.03472,3.09194,3.16037,3.21734,3.26283,3.37558,3.46556,3.54413,3.62269,3.71267,3.76915,3.91678,3.99647,4.08746,4.1897,4.26906,4.38203,4.45235,4.53668,4.62928,4.70496,4.76377,4.81421,4.87293,4.92322,4.97354,5.01526,5.06551,5.10723,5.15743,5.20763,5.25772,5.28268,5.31608,5.34948,5.38265,5.43273,5.47445,5.51617,5.57482,5.66742,5.77747,5.87923,5.9982,6.10884,6.21105,6.26225,6.33897,6.44977,6.56038,6.69646,6.78143,6.86639,7.0022,7.17185,7.26517,7.37533,7.48534,7.59526,7.70519,7.80656,7.86552,7.90752,7.97472,8.02501,8.07517,8.11685,8.15858,8.20034,8.2169,8.23338,8.26674,8.30011,8.35879,8.40895,8.47616,8.54336,8.60216,8.66929,8.71969,8.77041,8.85505,8.99914,9.13471,9.23643,9.32152,9.38984,9.44972,9.50964,9.56108,9.64645,9.76549,9.88406,9.9089,10.0099,10.0685,10.1271,10.1772,10.2272,10.252,10.2854,10.3188,10.3689
0.0462941,1.11198,,N (E_n),1.11198,1.89031,2.6689,3.50288,4.33739,6.00562,6.72856,7.72976,8.61913,9.45311,10.2871,11.1213,11.9553,12.7896,13.6238,14.514,15.2369,16.0712,16.9608,17.8502,18.5169,19.1829,19.4032,19.6218,19.3404,18.7815,18.0565,17.61,17.1629,16.6046,15.9901,15.543,15.2627,15.0369,15.2564,15.6438,16.0877,16.8102,17.588,18.4771,19.3111,20.1442,20.978,21.9225,22.7559,23.4227,23.9228,24.4234,24.9788,25.6453,26.3675,27.2566,28.1454,28.8676,29.4782,29.9221,30.1993,29.8628,29.3598,28.7458,28.1318,27.6289,27.5719,28.2363,28.791,29.3454,29.8439,30.0647,29.9507,29.5874,29.0845,28.3728,27.7032,27.1175,26.6572,25.988,25.3608,24.7752,24.0647,23.3957,22.6852,21.9744,21.2637,20.4278,19.9263,19.3829,18.8395,18.0457,17.2098,16.4992,15.7887,15.036,14.3243,14.1131,14.1107,14.3584,14.7732,15.23,15.5627,15.9783,16.5601,16.9332,17.3474,17.5124,17.6774,17.7995,17.8373,17.8769,17.7908,17.5378,17.2014,16.8649,16.4452,16.0264,15.608,14.9386,14.3114,13.5589,12.8066,12.0961,11.4273,11.0095,10.5083,9.92315,9.33802,8.62709,7.87462,7.20523,6.53584,5.95013,5.19726,4.69522,4.52709,4.35817,4.27135,4.14299,4.09889,4.38909,4.88838,5.4296,6.01257,6.59572,7.17809,7.50925,7.33954,6.71288,5.91749,5.16482,4.32867,3.49272,2.53156,1.90489,1.31977,0.776381,0
0.0809615,1.89031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.104322,2.6689,,,2477.257611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.139042,3.50288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.151148,4.33739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.209283,6.00562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.232589,6.72856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.256163,7.72976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.302244,8.61913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
