   7  1.0000E+00
AL27P   1.5716E-20
AL27A   1.8106E-20
NI582   3.6946E-21
IN115N  8.6799E-20
AU1972  2.8876E-19
AU197G  8.5364E-20
IN115G  9.3498E-20
