   E (MeV)	Unadj. F×Eavg	Adj. F×Eavg
 1.00000E-10	 9.04301E+00	 9.04349E+00
 1.00000E-09	 9.04301E+00	 9.04349E+00
 1.00000E-09	 1.49783E+01	 1.49789E+01
 1.00000E-08	 1.49783E+01	 1.49789E+01
 1.00000E-08	 4.75648E+01	 4.75658E+01
 2.30000E-08	 4.75648E+01	 4.75658E+01
 2.30000E-08	 7.34781E+01	 7.34784E+01
 5.00000E-08	 7.34781E+01	 7.34784E+01
 5.00000E-08	 1.80977E+02	 1.80975E+02
 7.60000E-08	 1.80977E+02	 1.80975E+02
 7.60000E-08	 2.38012E+02	 2.38007E+02
 1.15000E-07	 2.38012E+02	 2.38007E+02
 1.15000E-07	 3.05176E+02	 3.05165E+02
 1.70000E-07	 3.05176E+02	 3.05165E+02
 1.70000E-07	 3.22634E+02	 3.22618E+02
 2.55000E-07	 3.22634E+02	 3.22618E+02
 2.55000E-07	 3.15879E+02	 3.15861E+02
 3.80000E-07	 3.15879E+02	 3.15861E+02
 3.80000E-07	 3.06848E+02	 3.06829E+02
 5.50000E-07	 3.06848E+02	 3.06829E+02
 5.50000E-07	 2.32453E+02	 2.32436E+02
 8.40000E-07	 2.32453E+02	 2.32436E+02
 8.40000E-07	 1.92245E+02	 1.92231E+02
 1.27500E-06	 1.92245E+02	 1.92231E+02
 1.27500E-06	 1.51377E+02	 1.51366E+02
 1.90000E-06	 1.51377E+02	 1.51366E+02
 1.90000E-06	 1.03301E+02	 1.03293E+02
 2.80000E-06	 1.03301E+02	 1.03293E+02
 2.80000E-06	 4.78024E+01	 4.77990E+01
 4.25000E-06	 4.78024E+01	 4.77990E+01
 4.25000E-06	 2.25293E+01	 2.25279E+01
 6.30000E-06	 2.25293E+01	 2.25279E+01
 6.30000E-06	 1.74908E+01	 1.74899E+01
 9.20000E-06	 1.74908E+01	 1.74899E+01
 9.20000E-06	 1.37748E+01	 1.37744E+01
 1.35000E-05	 1.37748E+01	 1.37744E+01
 1.35000E-05	 1.02625E+01	 1.02624E+01
 2.10000E-05	 1.02625E+01	 1.02624E+01
 2.10000E-05	 1.17032E+01	 1.17034E+01
 3.00000E-05	 1.17032E+01	 1.17034E+01
 3.00000E-05	 1.02853E+01	 1.02859E+01
 4.50000E-05	 1.02853E+01	 1.02859E+01
 4.50000E-05	 1.04869E+01	 1.04880E+01
 6.90000E-05	 1.04869E+01	 1.04880E+01
 6.90000E-05	 1.37838E+01	 1.37859E+01
 1.00000E-04	 1.37838E+01	 1.37859E+01
 1.00000E-04	 2.03501E+01	 2.03546E+01
 1.35000E-04	 2.03501E+01	 2.03546E+01
 1.35000E-04	 3.26440E+01	 3.26536E+01
 1.70000E-04	 3.26440E+01	 3.26536E+01
 1.70000E-04	 3.64282E+01	 3.64413E+01
 2.20000E-04	 3.64282E+01	 3.64413E+01
 2.20000E-04	 4.81701E+01	 4.81897E+01
 2.80000E-04	 4.81701E+01	 4.81897E+01
 2.80000E-04	 5.62771E+01	 5.63016E+01
 3.60000E-04	 5.62771E+01	 5.63016E+01
 3.60000E-04	 7.51048E+01	 7.51380E+01
 4.50000E-04	 7.51048E+01	 7.51380E+01
 4.50000E-04	 7.92326E+01	 7.92671E+01
 5.75000E-04	 7.92326E+01	 7.92671E+01
 5.75000E-04	 7.88360E+01	 7.88700E+01
 7.60000E-04	 7.88360E+01	 7.88700E+01
 7.60000E-04	 1.03829E+02	 1.03873E+02
 9.60000E-04	 1.03829E+02	 1.03873E+02
 9.60000E-04	 9.79774E+01	 9.80174E+01
 1.27500E-03	 9.79774E+01	 9.80174E+01
 1.27500E-03	 1.76673E+02	 1.76743E+02
 1.60000E-03	 1.76673E+02	 1.76743E+02
 1.60000E-03	 2.23748E+02	 2.23833E+02
 2.00000E-03	 2.23748E+02	 2.23833E+02
 2.00000E-03	 1.91654E+02	 1.91723E+02
 2.70000E-03	 1.91654E+02	 1.91723E+02
 2.70000E-03	 2.71746E+02	 2.71840E+02
 3.40000E-03	 2.71746E+02	 2.71840E+02
 3.40000E-03	 2.36505E+02	 2.36583E+02
 4.50000E-03	 2.36505E+02	 2.36583E+02
 4.50000E-03	 3.38941E+02	 3.39051E+02
 5.50000E-03	 3.38941E+02	 3.39051E+02
 5.50000E-03	 2.55835E+02	 2.55918E+02
 7.20000E-03	 2.55835E+02	 2.55918E+02
 7.20000E-03	 2.79137E+02	 2.79226E+02
 9.20000E-03	 2.79137E+02	 2.79226E+02
 9.20000E-03	 2.53760E+02	 2.53841E+02
 1.20000E-02	 2.53760E+02	 2.53841E+02
 1.20000E-02	 2.93972E+02	 2.94067E+02
 1.50000E-02	 2.93972E+02	 2.94067E+02
 1.50000E-02	 2.69894E+02	 2.69981E+02
 1.90000E-02	 2.69894E+02	 2.69981E+02
 1.90000E-02	 2.10504E+02	 2.10573E+02
 2.55000E-02	 2.10504E+02	 2.10573E+02
 2.55000E-02	 2.63768E+02	 2.63854E+02
 3.20000E-02	 2.63768E+02	 2.63854E+02
 3.20000E-02	 2.61071E+02	 2.61155E+02
 4.00000E-02	 2.61071E+02	 2.61155E+02
 4.00000E-02	 2.10197E+02	 2.10264E+02
 5.25000E-02	 2.10197E+02	 2.10264E+02
 5.25000E-02	 2.46599E+02	 2.46679E+02
 6.60000E-02	 2.46599E+02	 2.46679E+02
 6.60000E-02	 1.96638E+02	 1.96703E+02
 8.80000E-02	 1.96638E+02	 1.96703E+02
 8.80000E-02	 2.57772E+02	 2.57861E+02
 1.10000E-01	 2.57772E+02	 2.57861E+02
 1.10000E-01	 2.91363E+02	 2.91472E+02
 1.35000E-01	 2.91363E+02	 2.91472E+02
 1.35000E-01	 3.72212E+02	 3.72367E+02
 1.60000E-01	 3.72212E+02	 3.72367E+02
 1.60000E-01	 4.02410E+02	 4.02601E+02
 1.90000E-01	 4.02410E+02	 4.02601E+02
 1.90000E-01	 5.33235E+02	 5.33529E+02
